SPECIMEN_ID	SERIES	ASP-PROJ CODE-COUNTRY CODE-MMYY-PLATENO	RACK_OR_PLATE_ID	TUBE_OR_WELL_ID	ORGANISM_PART	CATCH_ID	ORDER_OR_GROUP	FAMILY	GENUS	SCIENTIFIC_NAME	LIFESTAGE	SEX	OTHER_ORGANISMS	BLOOD_MEAL	GRAVIDITY	COLLECTOR_SAMPLE_ID	DATE_OF_COLLECTION	COLLECTION_LOCATION	DECIMAL_LATITUDE	DECIMAL_LONGITUDE	WHAT_THREE_WORDS	HABITAT	ELEVATION	TIME_OF_COLLECTION	TIME_OF_COLLECTION.1	COLLECTION_METHOD	OUTDOORS_INDOORS	DESCRIPTION_OF_COLLECTION_METHOD	IDENTIFIED_HOW	PRESERVATION_APPROACH	PRESERVATIVE_SOLUTION	TIME_ELAPSED_FROM_COLLECTION_TO_PRESERVATION	DATE_OF_PRESERVATION	DNA_EXTRACTION_DESCRIPTION	DNA_EXTRACT_VOLUME_PROVIDED	DNA_EXTRACT_CONCENTRATION	HAZARD_GROUP	REGULATORY_COMPLIANCE	VOUCHER_ID	OTHER_INFORMATION	TEMP.(°C)	HUMIDITY_(%)	WIND_DIRECTION	WIND SPEED_(km/h)	GUST SPEED_(km/h) 	RAINFALL_(mm)	SOLAR_RADIATION_(W/m²)	COLLECTED_BY	COLLECTOR_AFFILIATION	IDENTIFIED_BY	IDENTIFIER_AFFILIATION	PRESERVED_BY	PRESERVER_AFFILIATION	SUPPLIER_SAMPLE_NAME	run	n_mosquito_targets	n_mosquito_reads	n_multiallelic	contamination_risk	NN_assignment	res_coarse	res_int	res_fine	VAE_species	species_call	call_method	plasmodium_detected	plasmodium_species	total_reads_P1	total_reads_P2
KIMA_003_E11	277	ASP-BUMI-BF-2103-03	PLATE3	E11	WHOLE_ORGANISM	Tube37	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		Y	N	BF.BV.19-2596	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07				HG1	Y	NOT_APPLICABLE		22.97	96	171.3	1.8	9.07	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253689	45794	55.0	33552.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
KIMA_003_F11	278	ASP-BUMI-BF-2103-03	PLATE3	F11	WHOLE_ORGANISM	Tube37	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		Y	N	BF.BV.19-2596	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07				HG1	Y	NOT_APPLICABLE		22.97	96	171.3	1.8	9.07	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253690	45794	54.0	47525.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Uncertain_coluzzii_gambiae	Uncertain_coluzzii_gambiae	VAE	no			
KIMA_003_G11	279	ASP-BUMI-BF-2103-03	PLATE3	G11	WHOLE_ORGANISM	Tube38	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		Y	N	BF.BV.19-2621	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07				HG1	Y	NOT_APPLICABLE		22.97	96	171.3	1.8	9.07	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253691	45794	53.0	32225.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
KIMA_003_H11	280	ASP-BUMI-BF-2103-03	PLATE3	H11	WHOLE_ORGANISM	Tube38	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		Y	N	BF.BV.19-2621	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07				HG1	Y	NOT_APPLICABLE		22.97	96	171.3	1.8	9.07	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806233A_H11	41336	58.0	4535.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_003_A12	281	ASP-BUMI-BF-2103-03	PLATE3	A12	WHOLE_ORGANISM	Tube38	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		Y	N	BF.BV.19-2621	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07				HG1	Y	NOT_APPLICABLE		22.97	96	171.3	1.8	9.07	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806233A_A12	41336	53.0	1848.0	2.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Uncertain_coluzzii_gambiae	Uncertain_coluzzii_gambiae	VAE	no			
KIMA_003_B12	282	ASP-BUMI-BF-2103-03	PLATE3	B12	WHOLE_ORGANISM	Tube38	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		Y	N	BF.BV.19-2621	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07				HG1	Y	NOT_APPLICABLE		22.97	96	171.3	1.8	9.07	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806233A_B12	41336	50.0	1778.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Uncertain_coluzzii_gambiae	Uncertain_coluzzii_gambiae	VAE	no			
KIMA_003_C12	283	ASP-BUMI-BF-2103-03	PLATE3	C12	WHOLE_ORGANISM	Tube38	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		Y	N	BF.BV.19-2621	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07				HG1	Y	NOT_APPLICABLE		22.97	96	171.3	1.8	9.07	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806233A_C12	41336	61.0	33980.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
KIMA_003_D12	284	ASP-BUMI-BF-2103-03	PLATE3	D12	WHOLE_ORGANISM	Tube38	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		Y	N	BF.BV.19-2621	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07				HG1	Y	NOT_APPLICABLE		22.97	96	171.3	1.8	9.07	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253696	45794	41.0	27888.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
KIMA_003_E12	285	ASP-BUMI-BF-2103-03	PLATE3	E12	WHOLE_ORGANISM	Tube38	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		Y	N	BF.BV.19-2621	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07				HG1	Y	NOT_APPLICABLE		22.97	96	171.3	1.8	9.07	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253697	45794	40.0	32541.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
KIMA_003_F12	286	ASP-BUMI-BF-2103-03	PLATE3	F12	WHOLE_ORGANISM	Tube38	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		Y	N	BF.BV.19-2621	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07				HG1	Y	NOT_APPLICABLE		22.97	96	171.3	1.8	9.07	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806233A_F12	41336	61.0	18807.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_003_G12	287	ASP-BUMI-BF-2103-03	PLATE3	G12	WHOLE_ORGANISM	Tube38	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		Y	N	BF.BV.19-2621	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07				HG1	Y	NOT_APPLICABLE		22.97	96	171.3	1.8	9.07	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806233A_G12	41336	59.0	16650.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
KIMA_003_H12	288	ASP-BUMI-BF-2103-03	PLATE3	H12	BLANK_SAMPLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	BLANK_SAMPLE	NOT_APPLICABLE	NOT_APPLICABLE		NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE		NOT_APPLICABLE		NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	80%_ETHANOL	NOT_APPLICABLE	NOT_APPLICABLE				HG1	Y	NOT_APPLICABLE		NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ANOSPP10253700	45794	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
KIMA_004_A1	289	ASP-BUMI-BF-2103-04	PLATE4	A1	WHOLE_ORGANISM	Tube38	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		Y	N	BF.BV.19-2621	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07				HG1	Y	NOT_APPLICABLE		22.97	96	171.3	1.8	9.07	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806234B_A1	41336	59.0	9611.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
